episode,reward,epsilon,loss,avg_q_value
0,-121.52069864386901,0.997,1.494424888065883,0.2897279569790477
1,-81.77375166278824,0.994009,66.96569819985149,2.1602018057742964
2,-343.87720501691575,0.991026973,77.23431713606722,1.6513470154936596
3,5.290860824844913,0.988053892081,72.64434730669238,1.7437047315234284
4,-91.9385341824595,0.985089730404757,77.35155139076576,4.999580309632119
5,-18.392015791146292,0.9821344612135428,81.6187635601157,6.660111707035858
6,-152.54049589208716,0.9791880578299021,104.53201238968794,3.267999531241024
7,-325.42565484734627,0.9762504936564125,79.21038278030312,3.4204377489893334
8,-193.86920165704805,0.9733217421754432,132.4616423845291,1.3897948949895007
9,-91.19001050986847,0.9704017769489168,108.91767927695965,2.2415850902425833
10,-142.98735094706086,0.9674905716180701,108.3656631066249,10.367996113231548
11,-376.7090744530167,0.9645880999032158,122.96591735513587,29.83342637513813
12,-165.556052465751,0.9616943356035061,110.12476370246323,24.480897126374423
13,-40.847389998174165,0.9588092525966956,98.06618465789377,24.16495007684786
14,-148.96980407509722,0.9559328248389055,114.72694232043098,25.20362647000481
15,-170.32894135345038,0.9530650263643888,99.71400693484715,22.055052007947648
16,-220.9662714061966,0.9502058312852957,105.35596102173045,25.243852566864533
17,-87.6737492404346,0.9473552137914398,107.47374459003147,27.885621924149362
18,-46.60600066693907,0.9445131481500655,121.30781840689389,26.65544941395889
19,-38.45196621739188,0.9416796087056153,115.6302217415401,27.7421188478346
20,-47.12026711363964,0.9388545698794984,93.74990944862365,29.823857204119363
21,-334.102228878397,0.93603800616986,100.05884467471729,41.04342941804366
22,-233.60086782540785,0.9332298921513504,96.34675469083234,42.255960070397244
23,-397.86594340258074,0.9304302024748964,95.20609877216683,44.98170072576973
24,-131.36545486344178,0.9276389118674717,85.22055159189871,37.35299820133618
25,-194.58556586533814,0.9248559951318693,111.9366829879042,40.743378362793855
26,-145.9546978106258,0.9220814271464737,100.67987487233918,43.3051994586813
27,-121.34612630105926,0.9193151828650342,93.53564125757951,43.31438011185736
28,-130.30451481104632,0.9165572373164391,115.94273620452324,45.606353216797764
29,31.419782113647898,0.9138075656044898,103.99846800613403,39.058812202453616
30,-407.63058825119293,0.9110661429076764,93.93147735479401,39.257675543064025
31,-52.639447364101876,0.9083329444789534,86.45580695265083,36.08198119748023
32,-74.2049972601798,0.9056079456455165,97.9750387787819,40.695398672421774
33,-66.91474994527069,0.90289112180858,87.75400981622583,38.420196998820586
34,-120.50303886889802,0.9001824484431542,94.47103129695444,40.43610456572736
35,-371.0963309666013,0.8974819010978248,84.50721314518722,35.41249819883366
36,-61.805611181850075,0.8947894553945313,84.78516857261243,41.09772034313368
37,-139.52724790317706,0.8921050870283477,95.02243945598602,42.597730751037595
38,-102.76483567655859,0.8894287717672626,105.69851539649216,41.8846960067749
39,-208.1746592563569,0.8867604854519608,94.83685138000278,42.784721644844595
40,-244.9513579681185,0.884100203995605,80.4673424413271,37.51382067047547
41,-153.6626910546347,0.8814479033836181,77.32701057493686,38.70547733306885
42,-102.00939051279525,0.8788035596734672,69.08445887887076,38.24415599094348
43,-184.44545028686957,0.8761671489944468,64.40539722172718,35.83756922325998
44,-139.1369870332705,0.8735386475474635,65.10955684226856,41.26460990571139
45,-237.11903724600958,0.8709180316048211,68.04283740737222,34.35471302541819
