episode,reward,epsilon,loss,avg_q_value
0,-196.75951398420497,0.99,5.039222883243187,0.3307334181705588
1,-106.94981550226386,0.9801,75.74901204830722,0.6708265515534502
2,-434.9414769283513,0.9702989999999999,87.93014192840327,1.208782110201276
3,-160.17311376383105,0.96059601,78.67312104064365,0.49832976128646106
4,-61.08873572488599,0.9509900498999999,107.28986031778398,0.7990745766268622
5,-123.71757214249551,0.9414801494009999,95.8525922088062,3.9102927804285406
6,-61.3148626940287,0.9320653479069899,79.30455951744251,4.208670371536458
7,-167.37371749992536,0.92274469442792,72.67299059334151,3.798536261834136
8,-104.44558260410834,0.9135172474836407,55.636385423295636,3.3475014749257004
9,-348.68515287348805,0.9043820750088043,71.30947079709782,0.7528171507461417
10,-120.70056641917006,0.8953382542587163,60.418561632568775,4.740973416212443
11,-207.40385554244318,0.8863848717161291,62.20853196924383,8.87673791050911
12,-136.48216512120067,0.8775210229989678,88.10701520475622,9.990106189495897
13,-301.0844376336744,0.8687458127689781,64.01382637695528,8.837882150226916
14,-91.71830074522585,0.8600583546412883,55.177131934599444,11.961001950037943
15,-288.1117252109568,0.8514577710948754,62.36157339753456,5.9006978027450225
16,-129.76746424969133,0.8429431933839266,55.6821998565696,8.022472750308902
17,-115.93222375744081,0.8345137614500874,51.424410873584534,9.62629022390655
18,-26.97319050939862,0.8261686238355865,56.60714520526533,12.408175544578489
19,-127.12804301040406,0.8179069375972307,46.9249860899789,11.045447402766772
20,-263.3804956923102,0.8097278682212583,59.17090360005697,12.56701290488243
21,-96.32624288686831,0.8016305895390458,65.1533978521824,21.838018840551378
22,5.940929609144078,0.7936142836436553,87.09352007839415,24.958692870206303
23,-183.24996928506386,0.7856781408072188,77.21103540254295,24.322979782699445
24,-324.1535194395059,0.7778213593991465,87.89293952610181,15.077449937488721
25,-186.83242329375733,0.7700431458051551,75.42280368208885,17.48253244161606
26,-267.6877434824921,0.7623427143471035,82.59293691474612,5.7950732855513545
27,-141.86230144836492,0.7547192872036325,65.53078473077237,18.776882254961624
28,-98.63710049648623,0.7471720943315961,88.53575648350662,20.393212548802406
29,-152.53080983155996,0.7397003733882802,75.07814005712667,22.636324818929037
30,-121.36243685804493,0.7323033696543974,60.76610943598625,24.151207002819095
31,-139.92190824268891,0.7249803359578534,51.72308196491665,25.752100167451083
32,-271.127881286299,0.7177305325982748,49.65214553449006,21.498493553262897
33,-61.43865577476147,0.7105532272722921,39.70515049196953,25.4087104561717
34,-150.33899504640604,0.7034476949995692,52.7358525113745,27.050673490042215
35,-63.62032161040689,0.6964132180495735,42.432005875922265,28.199855282902718
36,-341.0843644600189,0.6894490858690777,40.940559493998684,18.38593571053611
37,-73.90382510945504,0.682554595010387,40.73072115477029,28.554816208876574
38,-99.40438612621129,0.6757290490602831,50.11767932741265,26.97989995416842
39,-84.50639651302377,0.6689717585696803,48.262843904041105,27.46003498728313
40,-111.74783823347718,0.6622820409839835,47.04691409468651,20.966852699406445
41,-62.12435101119971,0.6556592205741436,38.31932393142155,27.842821865422383
42,-186.67807435051634,0.6491026283684022,40.90530904512557,26.928867686362494
43,-60.95129562512659,0.6426116020847181,36.89211844258449,31.693383162731635
44,-153.72469166317666,0.6361854860638709,30.82627007871304,28.885940185133016
45,-65.94863187483216,0.6298236312032323,36.270216205385,26.550798891650306
46,-260.91238970708923,0.6235253948912,32.50074138467675,20.312860392182078
47,-55.18818769509909,0.617290140942288,35.689464789628985,23.54138797879219
48,-320.5901680632103,0.6111172395328651,29.490934862452708,16.570126736240024
49,-77.46876449471048,0.6050060671375365,26.86460447534919,27.054077569022773
50,-153.08934366177232,0.5989560064661611,25.829106660825865,26.570232581879413
51,-327.40447276307185,0.5929664464014994,32.13850655604382,14.68005133709129
52,-61.945627790039616,0.5870367819374844,27.77500763573224,27.1090886660769
53,-122.39918661683222,0.5811664141181095,22.080672691332413,35.61252737205301
54,-57.94693267878995,0.5753547499769285,24.188964341236996,27.890404616869414
55,-97.73790649629726,0.5696012024771592,27.912652720650325,32.96719075964509
56,-20.706747095250506,0.5639051904523876,24.614274378006275,31.881133759938752
57,-285.0501160937058,0.5582661385478638,26.474987013075086,22.732329217857785
58,-110.10725273446978,0.5526834771623851,24.5594636297574,32.75763325143034
59,32.40979726027922,0.5471566423907612,19.50518985228105,20.19609623545348
60,-29.095173895544903,0.5416850759668536,22.338497522657953,27.343311982015067
61,-36.42020561840141,0.536268225207185,24.802284141891022,32.33284543429175
62,-3.9734407541148897,0.5309055429551132,22.64325135284,35.751605667830425
63,-52.85295096178216,0.525596487525562,19.914111012412654,13.45431910839773
64,-191.64914820983222,0.5203405226503064,25.347415902614593,17.181775190234184
65,-41.09248574571978,0.5151371174238033,15.110031255175558,12.396040090014425
66,-74.6128228823144,0.5099857462495653,20.531854107815732,25.377543774343305
67,-65.49824053003934,0.5048858887870696,19.524634304145973,27.273220805140834
68,-30.590499535764025,0.4998370298991989,16.517246070455332,33.41489080034319
69,-205.45450073785713,0.49483865960020695,18.641564728485214,7.296736226106684
70,-9.548916709214453,0.4898902730042049,23.269735315178014,25.229197275789478
71,-15.555950589979147,0.48499137027416284,23.605919292127645,29.04981584709
72,-67.249491996117,0.4801414565714212,22.199632883749224,30.38490017876029
73,9.44479419061416,0.475340042005707,15.264597585435547,22.726897866567434
74,-47.68729381321391,0.47058664158564995,19.97317709359858,29.784937975721228
75,-156.68468158808838,0.4658807751697934,19.137707619590962,37.41557891825412
76,-59.39316885974385,0.4612219674180955,17.73833818440657,19.05186078603921
77,-3.3105486815722998,0.45660974774391455,18.61387594527352,30.660513509459054
78,-29.16105265347923,0.4520436502664754,16.01238312590413,26.927786907226576
79,-37.165559919566775,0.44752321376381066,15.802136139277994,25.195930470297807
80,-30.449118555752406,0.44304798162617254,15.73262177658081,36.39010990333557
81,-10.55847026887939,0.4386175018099108,21.793344534360447,33.43459769682242
82,-40.81266503007461,0.4342313267918117,20.71917190001561,27.90689571545674
83,-23.824777276904896,0.4298890135238936,22.77034809603634,38.489184343497236
84,-3.8669270845226293,0.42559012338865465,21.901341031197788,40.47937487501677
85,-245.1730310599956,0.4213342221547681,22.010891788884212,15.985106727234403
86,-21.971951510581235,0.41712087993322045,19.709791347037914,40.023240136129914
87,-1.6587935952267117,0.41294967113388825,20.553383313227393,50.06270475556021
88,-150.55732498984833,0.40882017442254937,15.168563198534613,26.35523283863501
89,-84.08315593148191,0.4047319726783239,11.294844670092656,30.73289408833445
90,23.02899697839983,0.40068465295154065,13.31554931764667,46.59010114299284
91,-77.09467314097382,0.39667780642202527,12.911382335722447,-6.001752276211977
92,37.38464430003989,0.392711028357805,8.166571805357933,-25.242564692348243
93,59.731612147235516,0.38878391807422696,6.563487993001938,-27.049698399871588
94,107.9018152957515,0.3848960788934847,6.540724048495293,-28.14599581259489
95,60.18109562170725,0.38104711810454983,5.09683557754755,-8.451947107315064
96,-63.8249008981999,0.37723664692350434,5.714730041503906,-14.574999341323972
97,114.46692940932476,0.37346428045426927,5.815085823178292,-29.86334017816186
