episode,reward,epsilon,loss
0,-104.14418748928817,0.997,9.306024060104832
1,-106.78112578197434,0.994009,83.69196841875713
2,-109.36278625355442,0.991026973,84.08880561700573
3,-228.26545610462756,0.988053892081,48.86385208582706
4,-194.24957492782033,0.985089730404757,48.32167773907727
5,-183.19127054512822,0.9821344612135428,51.272184909336154
6,-390.7709188658266,0.9791880578299021,51.365470428145336
7,-236.86632185584614,0.9762504936564125,59.610803218903364
8,-346.07308583009655,0.9733217421754432,60.100139956364686
9,-97.01972962913544,0.9704017769489168,61.189186899612345
10,-183.60814357570706,0.9674905716180701,53.265299840578955
11,-136.62135872552727,0.9645880999032158,47.61872570689132
12,-108.22999263405605,0.9616943356035061,40.643670287243154
13,-400.80220987418153,0.9588092525966956,31.577197056782396
14,-124.50071631563989,0.9559328248389055,42.34969350610461
15,-216.5746016459687,0.9530650263643888,44.444978312442174
16,-195.02635821909757,0.9502058312852957,48.86180960121801
17,-268.5030988220268,0.9473552137914398,50.37447247618721
18,-315.3748698099026,0.9445131481500655,46.95815914191983
19,-136.8731585975316,0.9416796087056153,57.13801597003584
20,-210.10656837958697,0.9388545698794984,37.419726341198654
21,-101.39795343690147,0.93603800616986,34.706659601284905
22,-54.16121577492511,0.9332298921513504,39.269985824096494
23,-97.07103613021606,0.9304302024748964,33.81555421797784
24,-168.28659762737442,0.9276389118674717,35.82195848334919
25,-292.28681184436766,0.9248559951318693,32.85317080099504
26,-76.41532486674913,0.9220814271464737,26.261570400661892
27,-152.63041415408946,0.9193151828650342,32.43200250232921
28,-150.0486972386897,0.9165572373164391,23.25829083376592
29,-258.4716193307206,0.9138075656044898,34.3027805997691
30,-64.30502327548953,0.9110661429076764,32.94454202334086
31,-256.90438854138597,0.9083329444789534,31.02988356844001
32,-119.9968275633324,0.9056079456455165,24.839789790135843
33,-205.39238618309568,0.90289112180858,27.376390286113907
34,-111.73002194436232,0.9001824484431542,29.168105541795924
35,26.120680515048917,0.8974819010978248,26.902609172717547
36,-124.96296304285129,0.8947894553945313,31.115041873147412
37,-133.54801993076455,0.8921050870283477,34.73858249677371
38,-52.2177907595553,0.8894287717672626,29.96518747751103
39,-78.80375995453906,0.8867604854519608,26.577416356532805
40,-335.6124876972925,0.884100203995605,29.143886880079904
41,-68.35485024041385,0.8814479033836181,29.48139974650215
42,-120.14960069399827,0.8788035596734672,25.17304488328787
43,-119.96441557569007,0.8761671489944468,25.542420455075185
44,-159.71287964452011,0.8735386475474635,26.902413019427545
45,-102.86574061524394,0.8709180316048211,24.28744746487716
46,-92.55095040951407,0.8683052775100066,24.82398156376628
47,-106.192117963771,0.8657003616774767,32.68543987870216
48,-153.750184581018,0.8631032605924442,31.835700616030625
49,-183.65127128930936,0.860513950810667,26.007502859181695
50,-213.5557135849411,0.857932408958235,29.200477480888367
51,-106.8328963753825,0.8553586117313603,24.86039206228758
52,-110.23817570533635,0.8527925358961662,20.227652097093888
53,-131.24377898183607,0.8502341582884777,21.874559586048125
54,-48.61423827975771,0.8476834558136123,21.568984600702922
55,-290.39018456022893,0.8451404054461714,18.150017267541042
56,-196.98009595787425,0.8426049842298329,19.189084084101125
57,-144.63493089750537,0.8400771692771434,16.258748687602377
58,-196.47548353976958,0.837556937769312,16.19370187918345
59,-93.30836872118202,0.835044266956004,14.469034959872564
60,-45.239067128667585,0.8325391341551359,17.78020764028789
61,-86.27496026951428,0.8300415167526705,16.890271736096732
62,-79.17102392403638,0.8275513922024125,18.411125567398575
63,-48.7423932808763,0.8250687380258053,15.481155574321747
64,-144.16725863305572,0.8225935318117279,18.677913170594437
65,-79.46558652956892,0.8201257512162927,17.114672236326264
66,-107.70452646457574,0.8176653739626438,22.792346948775176
67,-115.82473730761845,0.8152123778407558,18.538944714209613
68,-113.46860480364157,0.8127667407072335,18.083388508051293
69,-78.9845265055518,0.8103284404851119,16.114156635184038
70,-81.76873110528368,0.8078974551636565,13.61100643795806
71,-145.8959172293245,0.8054737627981655,14.297264488758865
72,-53.87120496046943,0.803057341509771,15.821306420697105
73,-115.46608266099068,0.8006481694852418,18.578456626100056
74,-140.3419012723328,0.798246224976786,13.986642350391907
75,-155.58750306590582,0.7958514863018556,22.04975758461242
76,-74.28797646690779,0.79346393184295,16.740253252418416
77,-69.67252899494852,0.7910835400474212,14.18647823945896
78,-10.263643082476023,0.7887102894272789,25.515231897956447
79,-282.7314945650935,0.7863441585589971,18.495956849243683
80,-102.1064424612293,0.78398512608332,28.021473156322134
81,-90.27675312828079,0.7816331707050701,36.154992559453945
82,-57.66596398155063,0.7792882711929549,24.90144443689887
83,-61.28350899478468,0.776950406379376,22.48304286166134
84,-50.74105853674395,0.7746195551602378,20.31283723478076
85,-89.61355032145121,0.7722956964947572,19.862717573539072
86,-122.007346100872,0.7699788094052729,20.510819608403235
87,-80.65866535689447,0.767668872977057,22.9425416209481
88,-44.5645199864294,0.7653658663581259,19.53385109874024
89,-112.28577834281441,0.7630697687590515,32.368925752504815
90,-90.82814315137024,0.7607805594527743,24.836051181815137
91,-111.50552462703995,0.7584982177744161,20.716020020885743
92,-120.95675461708697,0.7562227231210928,19.42056981583575
93,-77.51168446840887,0.7539540549517295,34.23504809992654
94,-42.904387074696345,0.7516921927868743,23.104596854448317
95,-98.75309797234962,0.7494371162085136,24.15767204177146
96,-65.51638528653312,0.747188804859888,18.675759664087586
97,-41.93678614508488,0.7449472384453084,29.862467178276606
98,-6.629374654299809,0.7427123967299725,22.18735578957992
99,-126.84126764270331,0.7404842595397826,25.2182059387366
100,-14.301636584072057,0.7382628067611632,18.728198758363725
101,-57.89407947116585,0.7360480183408797,35.46118370641636
102,-88.5575672156591,0.7338398742858571,27.936226905128102
103,-83.01447709167444,0.7316383546629995,19.907375683784483
104,-77.15522348564649,0.7294434395990105,34.14613357738212
105,-155.26866369463912,0.7272551092802134,21.125479298142288
106,-66.48633082963599,0.7250733439523728,25.57415824624854
107,-132.09163660416493,0.7228981239205157,24.35047728292058
108,-102.5368829270112,0.7207294295487541,26.760186722543505
109,-62.53847828114544,0.7185672412601078,23.02231982928056
110,-9.726170294377496,0.7164115395363275,28.69025755006759
111,-162.43418536461553,0.7142623049177186,29.412972314514384
112,-107.28055277339939,0.7121195180029655,24.161188780325247
113,-97.95674902332944,0.7099831594489566,21.108730802042732
114,-94.53093225163433,0.7078532099706097,34.576881414436436
115,-156.57470408199532,0.7057296503406979,32.77544940653301
116,-69.32251504199748,0.7036124613896758,36.64102095220147
117,-40.842469592772005,0.7015016240055068,23.010834831510273
118,-100.65440343264086,0.6993971191334902,25.40791498562869
119,-82.82543921213973,0.6972989277760897,34.69960553735216
120,-116.36713356746108,0.6952070309927615,24.080539666005034
121,-109.32015558503021,0.6931214098997832,19.048846394407985
122,-31.487828627948957,0.6910420456700839,22.065515763619366
123,-58.42329650886846,0.6889689195330736,26.82677520637863
124,-2.6417809026711154,0.6869020127744744,21.449079470756725
125,-85.21437506579873,0.684841306736151,26.369607541048637
126,-21.521723022627626,0.6827867828159425,35.839473667244114
127,-144.14167847735254,0.6807384224674947,27.803738621758743
128,-43.04643630200809,0.6786962072000923,29.320631179180776
129,-93.40469662194077,0.676660118578492,23.62554066782599
130,-96.21836605966313,0.6746301382227565,29.846034219078984
131,-52.29027343294062,0.6726062478080883,25.34647378814754
132,-44.365187725606916,0.6705884290646641,27.833063075331605
133,-175.4022799398084,0.66857666377747,37.578658926486966
134,-47.208334683144706,0.6665709337861376,25.957143824587586
135,-33.56275485229668,0.6645712209847792,36.200309439285384
136,-74.44745338677559,0.6625775073218249,27.3283656172214
137,-65.2892920962551,0.6605897747998594,17.55304450373496
138,-91.19352328461089,0.6586080054754598,22.043321211126788
139,-183.26165364953522,0.6566321814590335,32.81558122658971
140,-84.98998870402146,0.6546622849146564,24.99085781545866
141,-79.16186692020196,0.6526982980599124,26.461666311536515
142,16.50767829014046,0.6507402031657327,24.36827223914773
143,-52.21875275881542,0.6487879825562355,23.158651856275704
144,-114.54759823507759,0.6468416186085668,21.99799442892315
145,-30.897211042532092,0.6449010937527411,25.965737846162583
146,-96.646798349319,0.6429663904714829,21.378429171859576
147,-85.50846325161389,0.6410374913000684,22.145463357801024
148,-98.23564744504074,0.6391143788261682,18.376425412745256
149,-55.05367709152825,0.6371970356896897,19.592032295437487
150,-91.42306167288632,0.6352854445826206,21.907950658798217
151,-45.261257193453844,0.6333795882488727,23.57551528483021
152,-46.798106199990215,0.6314794494841262,22.86274646441142
153,-163.32498464462975,0.6295850111356738,28.504656087661136
154,-77.187608182015,0.6276962561022668,25.080687975479385
155,-94.7482543902871,0.62581316733396,20.595140109296704
156,-95.70355140455108,0.623935727831958,22.491293462839995
157,-26.859985725405934,0.6220639206484622,26.37225976532156
158,-68.78865487824459,0.6201977288865168,24.16980568525639
159,-97.70326598821505,0.6183371356998573,21.074918094135466
160,-35.1344544406429,0.6164821242927577,22.914913254124777
161,-119.4420406141064,0.6146326779198794,23.936252572450293
162,-82.01101941249384,0.6127887798861198,21.636799466535912
163,-71.44507309788942,0.6109504135464614,23.55894647166133
164,-116.67875243710704,0.609117562305822,28.082075555030613
165,-76.82281943517532,0.6072902096189046,32.92183352144141
166,-48.38302194126344,0.6054683389900478,29.19725448626248
167,-76.23496509786814,0.6036519339730777,21.206342396188955
168,20.895173100575192,0.6018409781711584,27.596854068431618
169,-57.13478969638098,0.6000354552366449,19.70066573773661
170,-13.777418063585287,0.598235348870935,23.101225302407617
171,-93.49264512765494,0.5964406428243222,26.475408622599023
172,-71.80521432811562,0.5946513208958493,30.17372703423371
173,-27.487655748602563,0.5928673669331617,26.758414006233217
174,-58.35682367065239,0.5910887648323622,20.107646268405272
175,-98.86578288738032,0.5893154985378651,19.455128340010948
176,-85.81166916434385,0.5875475520422515,19.886843542257946
177,-138.56320794346766,0.5857849093861247,19.695395375120228
178,-106.2195996018367,0.5840275546579663,30.768171183811212
179,-104.68777186363639,0.5822754719939924,18.0297976626414
180,-124.70723456431443,0.5805286455780104,21.001879143714905
181,-103.27012296452229,0.5787870596412764,21.449718160716365
182,-20.582967091282356,0.5770506984623526,25.665313482284546
183,-84.01690058587295,0.5753195463669655,18.644737070606602
184,-150.9519299033775,0.5735935877278646,19.004378454465616
185,-131.73416467012842,0.571872806964681,19.179479536384044
186,19.390172790959028,0.5701571885437869,21.9609615496687
187,-11.333375806807197,0.5684467169781556,18.9002199329599
188,-236.21559694627848,0.5667413768272211,20.51363840976857
189,-70.32083244979776,0.5650411526967395,24.508452120266462
190,-209.7378132343423,0.5633460292386493,19.63420782894488
191,-96.7665236247282,0.5616559911509333,18.65816963627225
192,-64.09653788595595,0.5599710231774805,24.114730164026604
193,-82.78303714531518,0.5582911101079481,34.485536301540115
